,user_id,embedding
1445,1445,"[-0.066642627120018, 0.20086272060871124, -0.12061423808336258, -0.01291365921497345, 0.08108975738286972, -0.18048527836799622, 0.059292592108249664, -0.03195055574178696, 0.044179871678352356, 0.26375824213027954, 0.06586957722902298, -0.04704045131802559, -0.027711540460586548, 0.2576161026954651, -0.07370705157518387, -0.01900804042816162, 0.21842645108699799, 0.014882884919643402, -0.12542155385017395, -0.021545596420764923, -0.02689671516418457, 0.15654350817203522, 0.2909579277038574, -0.1352485716342926, -0.2950710356235504, 0.12853474915027618, 0.03701833635568619, 0.13059180974960327, -0.11928970366716385, -0.10123548656702042, 0.05190640687942505, -0.15617521107196808, -0.05766680836677551, 0.02883441373705864, 0.14283372461795807, -0.1862267106771469, 0.036952320486307144, 0.046319443732500076, 0.2515534460544586, 0.19542580842971802, 0.2626398205757141, -0.07533091306686401, -0.18174630403518677, 0.02499513328075409, -0.2736561596393585, -0.10460104793310165, -0.0832577720284462, 0.17233356833457947, -0.04514914005994797, -0.15418404340744019, -0.07253476977348328, -0.033726975321769714, -0.13144618272781372, -0.07078706473112106, 0.1507546454668045, -0.052076198160648346, -0.017718646675348282, 0.043279293924570084, 0.13205251097679138, -0.11902977526187897, -0.2272968739271164, -0.14990365505218506, 0.06599024683237076, -0.2747426927089691]"
1446,1446,"[-0.0713978037238121, 0.04562804102897644, 0.4384753108024597, 0.023312650620937347, 0.2522805631160736, 0.19544276595115662, -0.0781492218375206, 0.5809764266014099, 0.7797471284866333, -0.22335004806518555, -0.33031341433525085, -0.2632676362991333, 0.12401914596557617, -0.9039445519447327, 0.9776588678359985, -0.6151447892189026, 0.5855931043624878, 0.29841670393943787, -0.03145458921790123, -0.9107519388198853, 0.25414109230041504, 0.009262233972549438, -0.34224867820739746, 0.07209774106740952, 0.3581508696079254, -0.9214671850204468, -0.1750057190656662, -0.6210927367210388, 0.4372885525226593, 0.8831895589828491, 0.4051874279975891, -0.38632434606552124, 0.4555872976779938, 0.7037822008132935, 0.6604377627372742, 0.689713716506958, -0.5263489484786987, -0.28819379210472107, -0.6680394411087036, -0.40083831548690796, -0.017629142850637436, -0.39511582255363464, 0.7416050434112549, -0.4026148021221161, -0.07390798628330231, -0.07483024895191193, 0.24787446856498718, 0.014552131295204163, 0.9132933616638184, -0.23605673015117645, 0.3068332076072693, -0.6440064907073975, 0.2080327272415161, -0.1022283211350441, 0.25006961822509766, 0.34034496545791626, -0.13519521057605743, 0.919690728187561, -0.18257595598697662, -0.7697874307632446, -0.5504994988441467, 0.3257521390914917, 0.08707822114229202, -0.29531362652778625]"
1447,1447,"[0.009496476501226425, -0.0024590864777565002, -0.17965896427631378, -0.11025391519069672, -0.07160958647727966, 0.50081467628479, -0.6755480766296387, -0.21709202229976654, -0.45680832862854004, 0.21550105512142181, 0.33552286028862, -0.7462039589881897, -0.24983978271484375, -0.1716410517692566, -1.0469999313354492, -0.8070583343505859, -0.4761507511138916, 0.21207962930202484, 0.8574637770652771, -0.7166064381599426, 0.4331572651863098, 0.016763295978307724, -0.05809013918042183, 0.7837660908699036, -0.3635307550430298, -0.5104405283927917, 0.08393760770559311, 0.4366530776023865, 0.3975284993648529, 1.2962414026260376, 0.5876473784446716, -0.3933664560317993, 1.0557738542556763, 0.5721868276596069, 0.6089255213737488, 0.40015295147895813, 0.7752665877342224, -0.33455270528793335, -0.4767429828643799, -0.9420091509819031, 0.48565083742141724, 0.115973562002182, 0.11738914996385574, -0.8653878569602966, 0.07848010957241058, -0.14473669230937958, 0.6686907410621643, -0.9393810033798218, -0.6421936750411987, -0.2531374394893646, 0.7133855819702148, -0.48464539647102356, 0.07363712787628174, 0.41860052943229675, 0.6929567456245422, 0.36568301916122437, -0.4976179003715515, 0.8652428984642029, -0.3780602514743805, -0.5403466820716858, 0.21952077746391296, -0.33194565773010254, 0.26194173097610474, -0.33701422810554504]"
1448,1448,"[0.35148394107818604, -0.010591864585876465, 0.09637539088726044, 0.39452064037323, 0.18662069737911224, 0.5297538638114929, -0.3008670508861542, -0.5693504810333252, 0.36506354808807373, -0.140353724360466, -0.6766534447669983, 0.6789912581443787, -0.9071707725524902, -0.15033374726772308, 0.4396151900291443, 0.13088412582874298, -0.6855707168579102, 0.7864830493927002, -0.30163073539733887, 0.20856142044067383, 0.722454309463501, -0.5236135721206665, -0.9759351015090942, 0.5787074565887451, 0.03542543947696686, 0.4708975851535797, -0.8755975961685181, -0.28789788484573364, -0.3851924538612366, -0.033963873982429504, 0.5085965394973755, 0.8949975371360779, -0.005850106477737427, 0.3198903799057007, -0.4509820342063904, 0.5018816590309143, -0.8318418264389038, -0.6248723864555359, -1.0440881252288818, -0.2799524664878845, -0.6841582655906677, 0.06676410883665085, 0.511559009552002, 0.28439953923225403, 0.7323668599128723, 0.9752335548400879, -0.7511239647865295, -0.967779278755188, 0.47764500975608826, -0.7243207097053528, -0.02203037589788437, 0.040099136531353, -0.09005117416381836, -0.7761869430541992, -0.28870710730552673, -0.6476438045501709, -0.11046434938907623, 0.44468969106674194, -0.5368276238441467, -0.7547506093978882, -0.018177665770053864, 0.5016857385635376, 0.9514036178588867, -0.40412095189094543]"
1449,1449,"[-0.054064229130744934, 0.5400021076202393, 0.44175294041633606, 0.14503231644630432, 0.24866297841072083, -0.10690438002347946, 0.022167831659317017, -0.19873645901679993, 1.0973351001739502, -0.5678160190582275, -0.23133963346481323, 0.7509656548500061, -0.25160855054855347, -0.2696250379085541, 0.4417734444141388, -0.7960745096206665, -0.695670485496521, 0.20984108746051788, -0.007395535707473755, -0.12276015430688858, 0.7511255741119385, -0.9276737570762634, -0.5210387706756592, 0.4474963843822479, 1.1136283874511719, -0.444166898727417, -0.5047626495361328, -0.8032678961753845, 0.06915094703435898, 0.7013584971427917, 0.3880194425582886, -0.21981891989707947, 0.6371831893920898, 0.5860055685043335, -0.05303018540143967, 0.41764166951179504, -0.6694871783256531, -0.6931992173194885, -0.7290574312210083, -0.5865116715431213, -0.34455007314682007, 0.45412880182266235, 0.9331130981445312, -0.38550636172294617, 0.10877133160829544, 0.37646496295928955, -0.2076297253370285, -0.27060115337371826, 0.7505618929862976, -0.8730687499046326, -0.024102162569761276, -0.341266930103302, 0.37841153144836426, -0.6346580982208252, -0.06877031922340393, -0.6836620569229126, -0.3810060918331146, 0.9286468029022217, -0.3244912028312683, -0.2028953582048416, -0.5002730488777161, -0.2562445402145386, 0.26342958211898804, -0.33301299810409546]"
1450,1450,"[-0.19461092352867126, 0.4254594147205353, -0.46285396814346313, 0.14850221574306488, 0.7350672483444214, 0.40019452571868896, -0.2156256139278412, -0.4963879883289337, 0.058346107602119446, 0.3579237759113312, 0.4114975035190582, -0.22052006423473358, -0.40552395582199097, -0.544982373714447, -0.2921859323978424, -0.6865749955177307, -0.36482495069503784, 0.05829288810491562, -0.3524472713470459, -0.40156105160713196, -0.41934871673583984, -0.5063342452049255, -0.5911208391189575, -0.8206075429916382, 0.47323858737945557, 0.19004426896572113, -0.26283693313598633, -0.44862130284309387, 0.6743878126144409, 0.28167518973350525, -0.29161837697029114, -0.04220813885331154, 0.41788846254348755, 0.1815713346004486, 0.22609388828277588, 0.0175681971013546, -0.08777984231710434, 0.14931458234786987, -0.259360134601593, -0.49090176820755005, -0.48568612337112427, 0.6245899200439453, 0.3564703166484833, 0.16372576355934143, 0.4848051071166992, -0.30068159103393555, -0.14808735251426697, 0.0503491647541523, -0.8096404075622559, 0.0009107887744903564, -0.19286805391311646, 0.2251049280166626, -0.34812700748443604, 0.1933952420949936, -0.5000237822532654, -0.41628792881965637, 0.10502976179122925, -0.21084117889404297, -0.4831148386001587, 0.7191444635391235, 0.14797507226467133, -0.19377541542053223, 0.19421634078025818, 0.6743846535682678]"
1451,1451,"[0.016738969832658768, 0.8764863014221191, 0.702806830406189, 0.557574450969696, 0.40038973093032837, 0.7532266974449158, 0.2588033378124237, -0.15910989046096802, 0.43610304594039917, 0.4529570937156677, -0.1915624439716339, 0.512601375579834, -0.6885245442390442, 0.21093398332595825, -0.006370857357978821, -0.4104126989841461, 0.031123243272304535, -0.1640842854976654, 0.5204261541366577, -0.48372966051101685, -0.5305598974227905, -0.2403232306241989, -0.42310768365859985, 0.8899779319763184, 1.0555651187896729, 0.5611376762390137, 0.5947288870811462, -0.15518510341644287, -1.0244325399398804, 0.2959889769554138, 1.08449387550354, 0.31823140382766724, 0.19266369938850403, 1.0323066711425781, -1.0576527118682861, 0.49817192554473877, -0.6323865652084351, 0.16103971004486084, -0.1760781705379486, -0.6314241290092468, -0.626076877117157, -0.2968103587627411, 0.5831481218338013, 0.16248027980327606, 0.2000783085823059, 0.9430932998657227, -0.2715780436992645, -0.5936330556869507, 0.7613452672958374, -0.5907295346260071, 0.13012537360191345, 0.9688153862953186, 0.2617570161819458, -0.898178219795227, -0.2843676209449768, -0.6483991146087646, 0.4659961760044098, -0.05141397565603256, -0.038572292774915695, -0.7573146224021912, 0.3189586400985718, -0.20493075251579285, -0.7443602085113525, -0.6346493363380432]"
1452,1452,"[0.6381912231445312, -0.8468554615974426, 0.6711918711662292, -0.9540642499923706, -0.21132159233093262, 1.340175747871399, 0.10109999030828476, -0.8242286443710327, -0.9096127152442932, -0.4745334982872009, -0.20918576419353485, -0.7809289693832397, -0.3534049987792969, 0.3561736047267914, 0.8010825514793396, -1.2683145999908447, -0.9838092923164368, -0.06068088114261627, -0.13494442403316498, -0.611111581325531, -0.35091373324394226, -0.8963680267333984, -0.696479082107544, 0.2555040121078491, 0.14395789802074432, 0.43695738911628723, -0.02005695551633835, 0.7237187027931213, 0.885144829750061, -0.4575085937976837, 0.4541650414466858, 0.29715433716773987, -0.32544851303100586, -0.3922179341316223, -1.3751063346862793, 0.914410412311554, -0.09873481094837189, -0.8726270794868469, 0.13313522934913635, 0.246958389878273, -0.8275551795959473, -0.5136505961418152, -0.5345861911773682, 0.1999172419309616, -0.5643673539161682, -0.45022866129875183, 0.7598020434379578, 0.9252675175666809, -0.23562395572662354, -0.3898577392101288, 0.2716720998287201, -1.096661925315857, 0.6521056294441223, -1.1014515161514282, -0.49121910333633423, 0.23351997137069702, 0.022716283798217773, -0.6090747714042664, -0.531391978263855, 0.6266645193099976, 0.6034939885139465, -0.22484368085861206, -0.19585436582565308, -0.8823637962341309]"
1453,1453,"[-0.5859320163726807, 0.33361682295799255, 0.7585242986679077, 0.06573372334241867, -0.29087257385253906, 0.21809744834899902, -0.9337751865386963, 0.7194576263427734, -0.30446693301200867, -0.23493888974189758, -0.3810485601425171, 0.5286864042282104, -0.5255733728408813, 0.09966261684894562, -0.3435526490211487, 0.5641624927520752, -1.074426531791687, 0.18324044346809387, -0.24326050281524658, -0.3057428300380707, 0.5404189825057983, -0.9203649759292603, -0.5687254071235657, -1.2423484325408936, 0.8515982031822205, 1.138822078704834, -0.16421964764595032, -0.2853015661239624, -0.06966571509838104, -0.08239296078681946, 0.6486590504646301, -0.013102538883686066, -0.7901429533958435, 0.8282977342605591, -0.8170804977416992, 0.03306315839290619, -0.6484537720680237, -0.33352673053741455, -0.8470374941825867, -0.5282996296882629, -0.6676385402679443, -0.482208788394928, -0.04830849915742874, 0.43787509202957153, -0.010547846555709839, -0.2764818072319031, -0.16472551226615906, -0.32235586643218994, -0.8334541320800781, -0.6220108866691589, -0.11176857352256775, 0.13739000260829926, 0.4141143262386322, -0.439116507768631, -0.31558793783187866, -0.683958888053894, -0.08847132325172424, -0.38188403844833374, 0.8104256391525269, 0.10381956398487091, -0.2979986071586609, 0.10344256460666656, -0.0287485271692276, 0.7486124634742737]"
1454,1454,"[0.024782203137874603, -0.8466958999633789, 0.05230497568845749, 0.6235268115997314, 0.6344313025474548, 0.36172059178352356, -0.12736499309539795, 1.1813480854034424, -0.40220174193382263, -0.6877431869506836, 0.2703935205936432, -0.3756392002105713, -0.9099538326263428, -0.6478898525238037, 1.0609674453735352, -0.02672319859266281, 0.8846492171287537, 0.7827338576316833, 0.24264565110206604, -0.9823315739631653, 0.17217117547988892, 0.06789935380220413, -0.02156233601272106, 0.5574697256088257, 0.5837127566337585, -0.5140061378479004, -0.09552363306283951, -1.3504440784454346, 0.34983330965042114, 0.2116982638835907, -0.4822588860988617, 0.33454471826553345, 0.5128189325332642, 0.13593444228172302, 0.2200697809457779, 0.04520278051495552, -0.17179609835147858, 0.5838792324066162, 0.0530284121632576, -0.9268450736999512, -0.4858376085758209, 1.1491206884384155, 0.42018723487854004, 0.8054351806640625, 0.21584725379943848, -0.535203218460083, -0.04093990847468376, 0.005998574197292328, -0.6746212244033813, -0.05289432406425476, -0.3675730228424072, -1.112926959991455, -0.8820070028305054, -0.06770355999469757, 0.8527116775512695, -0.46974167227745056, 0.1533043086528778, -0.09357568621635437, -0.039510343223810196, -0.46026137471199036, 0.7165199518203735, -0.22506356239318848, 0.661338210105896, 0.6070339679718018]"
1455,1455,"[-0.36018383502960205, 0.311423659324646, -0.3388999104499817, 0.2880224287509918, -0.2656821310520172, 0.2214008867740631, 0.5729357004165649, 0.13079603016376495, 0.28503745794296265, 0.20490528643131256, 0.2928786873817444, -0.3084509074687958, 0.25108659267425537, 0.5076249837875366, -0.5895658135414124, 0.26378703117370605, -0.28838905692100525, -0.3021189272403717, -0.10638633370399475, -0.037122514098882675, -0.22308769822120667, 0.32942435145378113, 0.37816324830055237, -0.22317232191562653, -0.421641081571579, -0.4311564862728119, 0.2148977667093277, 0.28306880593299866, -0.3173322081565857, -0.2369234561920166, -0.09810824692249298, 0.07996542751789093, -0.5746185779571533, 0.4719991683959961, -0.03733208030462265, -0.2789728343486786, 0.3262045085430145, 0.1741522252559662, 0.4305206835269928, 0.1631438285112381, -0.06643678992986679, -0.11501242220401764, -0.09413891285657883, -0.37109681963920593, -0.08037938922643661, -0.12383916974067688, -0.08201573044061661, 0.2690514624118805, 0.19682522118091583, -0.41407281160354614, -0.40931931138038635, -0.1455862820148468, -0.04740113019943237, 0.11376816034317017, -0.14092877507209778, 0.0722808688879013, 0.2110891044139862, 0.09173285961151123, 0.27647608518600464, -0.018096845597028732, -0.24533309042453766, 0.08409518748521805, -0.17222297191619873, -0.04058266431093216]"
1456,1456,"[0.6116267442703247, -0.5814980864524841, 0.6876629590988159, 0.39890551567077637, 0.8316987752914429, 0.5963957905769348, -1.0089725255966187, -0.9794013500213623, 0.09691010415554047, -0.14573124051094055, 0.38829106092453003, -0.38068240880966187, 0.4161910116672516, 0.08478884398937225, -0.37962648272514343, -0.20771856606006622, 0.5779075622558594, -0.17297236621379852, -0.3212467432022095, 0.9120267629623413, 0.07193675637245178, -0.6706950068473816, 0.12228061258792877, 0.05561787635087967, 0.7259087562561035, -0.6546465754508972, -0.5664150714874268, -0.47876468300819397, 0.7353525757789612, -0.15473148226737976, 0.09208150953054428, 0.6970726251602173, -1.1995524168014526, -0.7058944702148438, -0.025821508839726448, 0.2952580749988556, -0.675360918045044, 0.1999952793121338, -0.4774053692817688, 0.29656100273132324, 0.3883201479911804, 0.6779645681381226, 0.3592934012413025, 0.7305541634559631, -0.44433853030204773, -0.3752110004425049, 0.09515611827373505, 0.5346220135688782, 0.736005425453186, 0.1823722869157791, -0.3160210847854614, -1.0287914276123047, -0.15400177240371704, 0.26406753063201904, -0.10897208750247955, 0.23580044507980347, 0.42530566453933716, 0.19421009719371796, 0.5030279755592346, 0.012459480203688145, 0.2893427908420563, -0.3337772488594055, -1.1253944635391235, 0.2937437891960144]"
1457,1457,"[-0.25088030099868774, -0.29527485370635986, -0.6595621705055237, -0.4822338819503784, 0.5480190515518188, 1.3729993104934692, 0.3436042070388794, -0.16783025860786438, -0.8055574893951416, 0.21870388090610504, 0.45905470848083496, 1.1437835693359375, -0.411178857088089, 0.7053284645080566, -0.775900661945343, 0.6863679885864258, -1.1656568050384521, -0.4416109025478363, 0.2629067003726959, 0.14393433928489685, -0.3273979723453522, 0.9146240949630737, 0.42120617628097534, -0.01679164171218872, 0.5143812894821167, -0.5791742205619812, 0.09611809253692627, -0.05207643657922745, -0.5555671453475952, -0.4311280846595764, 0.81364905834198, -0.13040652871131897, -0.89197838306427, -0.2697306275367737, -0.9585545063018799, -0.4780597686767578, 0.18283896148204803, 0.5044664144515991, 0.5983995199203491, 0.8000961542129517, -0.31770139932632446, -1.3267574310302734, 0.08899851143360138, -0.3419778645038605, 0.23754984140396118, 1.0621423721313477, 0.5955380797386169, -0.6278508901596069, 0.19000858068466187, 0.17020829021930695, 0.6122986078262329, -1.1333904266357422, 0.6530088186264038, 0.10158972442150116, 0.8027237057685852, -0.4826681315898895, -0.5056864023208618, 0.6687467694282532, 0.39966899156570435, 0.7475032806396484, -0.016791105270385742, 0.007413744926452637, -0.12082888185977936, -0.34682220220565796]"
